Date Announced,Aichi,Akita,Chiba,Ehime,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ishikawa,Kagawa,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okinawa,Osaka,Saga,Saitama,Shiga,Shizuoka,Tochigi,Tokushima,Tokyo,Unspecified,Wakayama,Yamaguchi,Yamanashi
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-01-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-01-28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-01-29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-01-30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
2020-01-31,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
2020-02-01,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
2020-02-04,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0
2020-02-05,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0
2020-02-08,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0
2020-02-10,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0
2020-02-11,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0
2020-02-12,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0
2020-02-13,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,1.0,0.0,0.0
2020-02-14,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,2.0,0.0,0.0
2020-02-15,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,5.0,0.0,0.0
2020-02-16,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,5.0,0.0,0.0
2020-02-17,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,9.0,0.0,0.0
2020-02-18,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,12.0,0.0,0.0
2020-02-19,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,12.0,0.0,0.0
2020-02-20,9.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,13.0,12.0,0.0,0.0
2020-02-21,11.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,11.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,13.0,12.0,0.0,0.0
2020-02-22,15.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,15.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,32.0,13.0,13.0,0.0,0.0
2020-02-23,17.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,15.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,32.0,13.0,13.0,0.0,0.0
2020-02-24,17.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,16.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,37.0,13.0,13.0,0.0,0.0
2020-02-25,20.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,35.0,0.0,4.0,0.0,16.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,37.0,13.0,13.0,0.0,0.0
2020-02-26,25.0,0.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,39.0,0.0,4.0,0.0,18.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,40.0,13.0,13.0,0.0,0.0
2020-02-27,27.0,0.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,54.0,0.0,5.0,0.0,22.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,41.0,13.0,13.0,0.0,0.0
2020-02-28,28.0,0.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,66.0,0.0,6.0,0.0,23.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,41.0,13.0,13.0,0.0,0.0
2020-02-29,29.0,0.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,70.0,0.0,6.0,0.0,23.0,1.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,42.0,13.0,13.0,0.0,0.0
2020-03-01,32.0,0.0,14.0,0.0,3.0,0.0,2.0,0.0,0.0,72.0,1.0,6.0,0.0,26.0,2.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,44.0,13.0,13.0,0.0,0.0
2020-03-02,32.0,0.0,14.0,1.0,3.0,0.0,2.0,0.0,0.0,77.0,1.0,6.0,0.0,32.0,3.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0,3.0,6.0,0.0,2.0,0.0,1.0,1.0,1.0,44.0,13.0,13.0,0.0,0.0
2020-03-03,41.0,0.0,14.0,1.0,3.0,0.0,2.0,0.0,0.0,79.0,3.0,6.0,0.0,33.0,3.0,5.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,1.0,3.0,8.0,0.0,2.0,0.0,1.0,1.0,1.0,45.0,13.0,13.0,1.0,0.0
2020-03-04,50.0,0.0,15.0,2.0,3.0,0.0,2.0,0.0,0.0,82.0,3.0,6.0,0.0,33.0,7.0,6.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,3.0,17.0,0.0,2.0,0.0,1.0,1.0,1.0,49.0,13.0,13.0,1.0,0.0
2020-03-05,58.0,0.0,15.0,2.0,3.0,0.0,2.0,0.0,0.0,83.0,4.0,6.0,0.0,37.0,7.0,6.0,6.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,3.0,18.0,0.0,4.0,1.0,1.0,2.0,1.0,57.0,13.0,14.0,3.0,0.0
2020-03-06,63.0,2.0,17.0,2.0,3.0,0.0,2.0,0.0,0.0,90.0,8.0,6.0,0.0,42.0,9.0,6.0,7.0,1.0,1.0,1.0,3.0,0.0,4.0,6.0,1.0,3.0,31.0,0.0,7.0,1.0,1.0,2.0,1.0,63.0,13.0,14.0,3.0,1.0
2020-03-07,70.0,2.0,21.0,2.0,3.0,1.0,2.0,1.0,1.0,98.0,10.0,6.0,0.0,43.0,10.0,6.0,8.0,1.0,1.0,1.0,3.0,0.0,4.0,6.0,1.0,3.0,41.0,0.0,7.0,1.0,1.0,2.0,1.0,69.0,13.0,14.0,3.0,2.0
2020-03-08,81.0,2.0,21.0,2.0,3.0,1.0,2.0,1.0,1.0,101.0,12.0,6.0,0.0,43.0,12.0,6.0,8.0,1.0,1.0,1.0,3.0,0.0,4.0,6.0,1.0,3.0,55.0,0.0,8.0,1.0,1.0,2.0,1.0,69.0,13.0,14.0,3.0,2.0
2020-03-09,87.0,2.0,22.0,2.0,3.0,1.0,2.0,1.0,1.0,108.0,16.0,7.0,0.0,44.0,12.0,6.0,12.0,1.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,3.0,55.0,0.0,8.0,1.0,1.0,2.0,1.0,69.0,13.0,14.0,3.0,2.0
2020-03-10,100.0,2.0,23.0,2.0,3.0,1.0,2.0,1.0,1.0,111.0,24.0,7.0,0.0,46.0,12.0,6.0,13.0,2.0,1.0,1.0,3.0,0.0,7.0,11.0,1.0,3.0,73.0,0.0,13.0,1.0,2.0,2.0,1.0,72.0,13.0,14.0,3.0,2.0
2020-03-11,106.0,2.0,25.0,2.0,3.0,1.0,2.0,1.0,1.0,118.0,37.0,7.0,0.0,50.0,12.0,6.0,15.0,7.0,1.0,1.0,3.0,0.0,8.0,11.0,1.0,3.0,80.0,0.0,15.0,1.0,2.0,2.0,1.0,78.0,13.0,14.0,3.0,2.0
2020-03-12,108.0,2.0,27.0,2.0,3.0,1.0,2.0,3.0,1.0,128.0,45.0,7.0,0.0,53.0,12.0,6.0,16.0,7.0,1.0,1.0,3.0,0.0,8.0,14.0,1.0,3.0,89.0,0.0,21.0,1.0,2.0,2.0,1.0,80.0,13.0,14.0,3.0,2.0
2020-03-13,112.0,2.0,33.0,2.0,3.0,1.0,2.0,3.0,1.0,137.0,56.0,7.0,1.0,53.0,12.0,6.0,16.0,7.0,1.0,1.0,3.0,0.0,8.0,14.0,1.0,3.0,92.0,1.0,23.0,1.0,2.0,2.0,1.0,82.0,13.0,14.0,3.0,2.0
2020-03-14,120.0,2.0,35.0,2.0,3.0,2.0,2.0,5.0,1.0,144.0,67.0,7.0,1.0,54.0,12.0,6.0,16.0,7.0,1.0,1.0,5.0,1.0,8.0,16.0,1.0,3.0,102.0,1.0,30.0,1.0,2.0,2.0,1.0,92.0,13.0,14.0,3.0,2.0
2020-03-15,121.0,2.0,35.0,2.0,3.0,2.0,2.0,5.0,1.0,148.0,78.0,7.0,1.0,59.0,12.0,6.0,16.0,8.0,1.0,1.0,5.0,1.0,8.0,16.0,1.0,3.0,106.0,2.0,30.0,1.0,2.0,2.0,1.0,95.0,13.0,15.0,3.0,2.0
